title,release_date,revenue,director,CharactersCount,DirectorPop,IsAnimation,ActorsAvg,_is_G,_is_Not Rated,_is_PG,_is_PG-13,_is_R,_is_Action,_is_Adventure,_is_Black Comedy,_is_Comedy,_is_Concert/Performance,_is_Documentary,_is_Drama,_is_Horror,_is_Musical,_is_Romantic Comedy,_is_Thriller/Suspense,_is_Western
Blame it on the Bellboy,3/6/1992,"$5,872,667 ",Mark Herman,0,1.4,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Hunchback of Notre Dame,6/21/1996,"$190,988,799 ",Gary Trousdale,11,4.509,1,6.384636364,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ernest Goes to Jail,4/6/1990,"$49,999,822 ",John R. Cherry III,0,1.48,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ant-Man,7/17/2015,"$180,202,163 ",Peyton Reed,0,6.786,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Shaggy Dog,3/10/2006,"$78,667,428 ",Brian Robbins,0,4.799,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Life Aquatic with Steve Zissou,12/10/2004,"$32,198,655 ",Wes Anderson,0,8.573,0,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Bridge to Terabithia,2/16/2007,"$100,760,721 ",GÃÂÃÂ¡bor CsupÃÂÃÂ³,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Beauty and the Beast,11/13/1991,"$363,017,667 ",Gary Trousdale,19,4.509,1,6.665777778,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Miami Rhapsody,1/27/1995,"$9,857,435 ",David Frankel,0,2.161,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
A Bug's Life,11/20/1998,"$288,981,698 ",John Lasseter,0,4.98,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3 Men and a Little Lady,11/21/1990,"$143,108,869 ",Emile Ardolino,0,9.122,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Puppet Masters,10/21/1994,"$17,727,017 ",Stuart Orme,0,1.813,0,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Signs,8/2/2002,"$330,754,439 ",M. Night Shyamalan,0,7.184,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Dead Presidents,10/4/1995,"$46,741,467 ",Albert Hughes,0,6.53,0,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"McFarland, USA",2/20/2015,"$44,480,275 ",Niki Caro,0,1.653,0,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
George Of The Jungle,7/16/1997,"$193,326,632 ",Sam Weisman,0,1.579,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bound by Honor,4/16/1993,"$9,156,084 ",Taylor Hackford,0,5.152,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Avengers,5/4/2012,"$660,081,224 ",Joss Whedon,0,10.768,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Ten Things I Hate About You,3/31/1999,"$63,354,375 ",Gil Junger,0,5.614,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Earth,4/22/2009,"$35,981,010 ",Ben Wheatley,0,3.624,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hello Again,11/6/1987,"$44,024,529 ",Frank Perry,0,1.282,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
When a Man Loves a Woman,4/29/1994,"$103,354,194 ",Luis Mandoki,0,1.4,0,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Unbreakable,11/22/2000,"$148,208,901 ",M. Night Shyamalan,0,7.184,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3 Men and a Baby,11/25/1987,"$353,334,607 ",Leonard Nimoy,0,10.142,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
X Games 3D: The Movie,8/21/2009,"$1,563,976 ",Steven Lawrence,0,2.246,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cars 2,6/24/2011,"$203,522,177 ",John Lasseter,0,4.98,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Princess Diaries 2: Royal Engagement,8/11/2004,"$129,164,207 ",Gidion Phillips,0,0.98,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Jungle Book 2,2/14/2003,"$66,966,883 ",Steve Trenbirth,0,1.018,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Aspen Extreme,1/22/1993,"$15,970,955 ",Patrick Hasburgh,0,1.132,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Noises Off...,3/20/1992,"$4,631,720 ",Peter Bogdanovich,0,8.203,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
He Got Game,5/1/1998,"$38,766,948 ",Spike Lee,0,10.922,0,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Bringing Down the House,3/7/2003,"$185,481,530 ",Adam Shankman,0,3.366,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Bon Voyage!,5/17/2062,"$109,581,646 ",Jean-Paul Rappeneau,0,1.047,0,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Doctor Strange,11/4/2016,"$232,532,923 ",Scott Derrickson,0,2.815,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Flubber,11/26/1997,"$170,406,423 ",Les Mayfield,0,2.766,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Roving Mars,1/27/2006,"$12,948,025 ",George Butler,0,1.38,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Captain Ron,9/18/1992,"$45,741,576 ",Thom Eberhardt,0,1.454,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Shadow Conspiracy,1/31/1997,"$3,957,025 ",George P. Cosmatos,0,4.257,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Good Morning Vietnam,12/23/1987,"$254,414,837 ",Barry Levinson,0,4.682,0,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Babes in Toyland,12/14/2061,"$124,841,160 ",Jack Donohue,0,1.093,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
An Innocent Man,10/6/1989,"$40,983,414 ",Peter Yates,0,1.938,0,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Summer of Sam,7/2/1999,"$32,007,656 ",Spike Lee,0,10.922,0,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Good Dinosaur,11/25/2015,"$123,087,120 ",Peter Sohn,0,9.863,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Angels in the Outfield,7/15/1994,"$103,798,152 ",William Dear,0,3.532,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tough Guys,10/3/1986,"$48,758,184 ",Jeff Kanew,0,2.425,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Something Wicked This Way Comes,4/29/1983,"$15,136,765 ",Jack Clayton,0,2.923,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Rocketeer,6/21/1991,"$93,256,673 ",Joe Johnston,0,7.935,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stakeout,8/5/1987,"$141,592,160 ",John Badham,0,2.955,0,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
National Treasure 2: Book of Secrets,12/21/2007,"$267,003,525 ",Jon Turteltaub,0,5.327,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Terminal Velocity,9/23/1994,"$34,048,315 ",Deran Sarafian,0,2.488,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Apocalypto,12/8/2006,"$64,959,548 ",Mel Gibson,0,24.357,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Invincible,8/25/2006,"$74,398,864 ",Ericson Core,0,1.76,0,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25th Hour,12/19/2002,"$18,325,463 ",Spike Lee,0,10.922,0,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Mighty Joe Young,12/25/1998,"$87,906,042 ",Ron Underwood,0,5.008,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Deceived,9/27/1991,"$57,544,453 ",Damian Harris,0,2.631,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Never Cry Wolf,10/7/1983,"$70,669,955 ",Carroll Ballard,0,0.676,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
G-Force,7/24/2009,"$134,246,932 ",Hoyt Yeatman,0,2.216,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Feast of July,10/13/1995,"$568,342 ",Christopher Menaul,0,2.038,0,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Lookout,3/30/2007,"$5,637,048 ",Scott Frank,0,6.184,0,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Cool Runnings,10/1/1993,"$140,392,731 ",Jon Turteltaub,0,5.327,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alice Through the Looking Glass,5/27/2016,"$77,042,381 ",James Bobin,0,3.755,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Devil and Max Devlin,1/1/1981,"$48,517,980 ",Steven Hilliard Stern,0,2.599,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Chronicles of Narnia: Prince Caspian,5/16/2008,"$166,277,038 ",Andrew Adamson,0,5.442,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Insider,11/5/1999,"$47,794,214 ",Michael Mann,0,9.996,0,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Camp Nowhere,8/26/1994,"$21,576,332 ",Jonathan Prince,0,1.821,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Rock,6/7/1996,"$255,702,705 ",Michael Bay,0,11.936,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Green Card,12/25/1990,"$59,679,131 ",Peter Weir,0,3.431,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Real Steel,10/7/2011,"$90,848,019 ",Shawn Levy,0,18.248,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
A Kid in King Arthur's Court,8/11/1995,"$25,981,285 ",Michael Gottlieb,0,0.623,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Last Flight of NoahÃÂ¢ÃÂÃÂs Ark,6/25/1980,"$34,472,116 ",Charles Jarrott,0,1.176,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
African Cats,4/22/2011,"$16,401,551 ",Alastair Fothergill,0,2.158,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Toy Story 3D Double Feature,10/2/2009,"$34,509,545 ",John Lasseter,0,4.98,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Into the Woods,12/25/2014,"$130,894,237 ",Rob Marshall,0,2.366,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Finding Nemo,5/30/2003,"$518,148,559 ",Andrew Stanton,0,6.336,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Good Mother,11/4/1988,"$9,772,655 ",Leonard Nimoy,0,10.142,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Hundred-Foot Journey,8/8/2014,"$55,961,409 ",Lasse HallstrÃÂÃÂ¶m,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pearl Harbor,5/25/2001,"$295,705,112 ",Michael Rosenfeld,0,0.6,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Pirates of the Caribbean: At WorldÃÂ¢ÃÂÃÂÃÂ¢ÃÂÃÂ¦,5/24/2007,"$379,129,960 ",Gore Verbinski,0,5.365,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Color of Night,8/19/1994,"$40,804,816 ",Richard Rush,0,1.96,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Romy and Michele's High School Reunion,4/25/1997,"$53,693,680 ",David Mirkin,0,3.121,0,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Cheetah,8/18/1989,"$16,653,473 ",Jeff Blyth,0,0.6,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jack,8/9/1996,"$111,792,852 ",Francis Ford Coppola,0,6.62,0,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Monsters University,6/21/2013,"$278,395,641 ",Dan Scanlon,0,2.841,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Fifth Estate,10/18/2013,"$3,374,251 ",Bill Condon,0,9.348,0,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Before and After,2/23/1996,"$16,482,589 ",Barbet Schroeder,0,1.977,0,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Moonlight Mile,9/27/2002,"$9,909,094 ",Brad Silberling,0,4.72,0,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
A Stranger Among Us,7/17/1992,"$24,950,752 ",Sidney Lumet,0,7.344,0,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Lizzie McGuire Movie,5/2/2003,"$59,743,191 ",Jim Fall,0,1.96,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Krippendorf's Tribe,2/27/1998,"$13,608,633 ",Todd Holland,0,5.061,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
crazy/beautiful,6/29/2001,"$25,214,223 ",John Stockwell,0,9.155,0,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Adventures in Babysitting,7/3/1987,"$72,853,569 ",Chris Columbus,0,7.679,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Game Plan,9/22/2007,"$111,010,758 ",Andy Fickman,0,4.319,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Splash,3/9/1984,"$157,057,661 ",Ron Howard,0,9.707,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Who Framed Roger Rabbit?,6/22/1988,"$316,250,084 ",Robert Zemeckis,0,9.118,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Light Between Oceans,9/2/2016,"$12,545,979 ",Derek Cianfrance,0,1.4,0,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Guardian,9/29/2006,"$70,801,353 ",Mark J. Doddy,0,0.6,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Sword in the Stone,12/25/2063,"$153,870,834 ",Wolfgang Reitherman,10,5.595,1,4.6825,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mr. Holland's Opus,12/29/1995,"$157,508,868 ",Stephen Herek,0,7.521,0,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Rescuers Down Under,11/16/1990,"$55,796,728 ",Mike Gabriel,12,1.827,1,5.877333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Preacher's Wife,12/13/1996,"$91,076,877 ",Penny Marshall,0,2.772,0,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sarafina!,9/18/1992,"$14,841,352 ",Darrell James Roodt,0,2.051,0,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Trenchcoat,3/11/1983,"$11,519,089 ",Michael Tuchner,0,0.84,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Confessions of a Teenage Drama Queen,2/20/2004,"$39,816,568 ",Sara Sugarman,0,3.082,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Around the World in 80 Days,6/16/2004,"$32,585,356 ",Frank Coraci,0,7.036,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Blaze,12/13/1989,"$39,884,640 ",Ron Shelton,0,5.884,0,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Toy Story,11/22/1995,"$370,409,631 ",John Lasseter,0,4.98,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Prince of Persia: Sands of Time,5/28/2010,"$96,971,361 ",Mike Newell,0,4.624,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Eddie,5/31/1996,"$59,828,966 ",Steve Rash,0,2.649,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
White Fang 2: Myth of the White Wolf,4/15/1994,"$18,083,994 ",Ken Olin,0,4.906,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
White Squall,2/2/1996,"$19,509,726 ",Ridley Scott,0,10.705,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Invisible,4/27/2007,"$25,202,168 ",David S. Goyer,0,4.59,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Guilty as Sin,6/4/1993,"$46,064,723 ",Sidney Lumet,0,7.344,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Operation Dumbo Drop,7/28/1995,"$47,809,421 ",Simon Wincer,0,4.736,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ghosts of the Abyss,4/11/2003,"$23,803,108 ",James Cameron,0,15.79,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Scenes from a Mall,2/22/1991,"$19,149,495 ",Paul Mazursky,0,3.252,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The BFG,7/1/2016,"$55,483,770 ",Steven Spielberg,0,21.12,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tron,7/9/1982,"$77,184,895 ",Steven Lisberger,0,1.553,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Firelight,9/4/1998,"$1,409,943 ",William Nicholson,0,2.251,0,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Delivery Man,11/22/2013,"$31,787,136 ",Ken Scott,0,1.816,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
New York Stories,3/1/1989,"$22,740,861 ",Francis Ford Coppola,0,6.62,0,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Disorganized Crime,4/14/1989,"$15,233,465 ",Jim Kouf,0,6.223,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tom and Huck,12/22/1995,"$45,911,517 ",Peter Hewitt,0,3.154,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Keeping the Faith,4/14/2000,"$57,925,202 ",Edward Norton,0,19.054,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Grosse Pointe Blank,4/11/1997,"$51,579,764 ",George Armitage,0,1.4,0,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Indian Summer,4/23/1993,"$29,968,953 ",Mike Binder,0,1.47,0,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
The Princess and the Frog,11/25/2009,"$116,316,457 ",Ron Clements,18,2.526,1,6.163666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Billy Bathgate,11/1/1991,"$31,167,691 ",Robert Benton,0,2.507,0,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3 Ninjas Kick Back,5/6/1994,"$24,267,154 ",Charles T. Kanganis,0,1.052,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
My Boyfriend's Back,8/6/1993,"$6,554,384 ",Bob Balaban,0,8.343,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Goal! The Dream Begins,5/12/2006,"$5,512,647 ",Danny Cannon,0,4.592,0,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Country,9/29/1984,"$21,075,000 ",Richard Pearce,0,1.129,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Big Trouble,4/5/2002,"$10,537,188 ",Barry Sonnenfeld,0,5.841,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
People Like Us,6/29/2012,"$13,165,822 ",Alex Kurtzman,0,7.012,0,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Mars Needs Moms,3/11/2011,"$22,741,603 ",Simon Wells,0,2.796,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Angie,3/4/1994,"$19,116,981 ",Martha Coolidge,0,3.443,0,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Deuce Bigalow: Male Gigolo,12/10/1999,"$106,921,374 ",Mike Mitchell,0,5.746,0,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Veronica Guerin,10/17/2003,"$2,194,759 ",Joel Schumacher,0,2.794,0,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Max Keeble's Big Move,10/5/2001,"$25,749,730 ",Tim Hill,0,2.326,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Scarlet Letter,10/13/1995,"$20,075,033 ",Roland JoffÃÂÃÂ©,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
D3: The Mighty Ducks,10/4/1996,"$43,713,554 ",Rob Lieberman,0,4.514,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Up,5/29/2009,"$329,336,681 ",Pete Docter,0,9.735,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Alive,1/15/1993,"$73,914,543 ",Frank Marshall,0,3.076,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Can't Buy Me Love,8/14/1987,"$68,181,300 ",Steve Rash,0,2.649,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Hoax,4/6/2007,"$8,779,196 ",Lasse HallstrÃÂ¶m,0,7.651,0,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Fantasia,11/13/2040,"$2,187,090,808 ",full credits,6,1,1,8.8155,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Crimson Tide,5/12/1995,"$177,102,077 ",Tony Scott,0,5.527,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Ransom,11/8/1996,"$259,807,820 ",Ron Howard,0,9.707,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Pretty Woman,3/23/1990,"$356,389,765 ",Garry Marshall,0,5.471,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Inspector Gadget,7/23/1999,"$161,610,341 ",David Kellogg,0,0.6,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Winnie the Pooh,7/15/2011,"$28,375,869 ",Stephen J. Anderson,0,5.169,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Tigger Movie,2/11/2000,"$71,228,678 ",Jun Falkenstein,0,1.736,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Heavy Weights,2/17/1995,"$34,245,779 ",Steven Brill,0,4.337,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
What About Bob?,5/17/1991,"$127,571,325 ",Frank Oz,0,9.478,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Condorman,8/7/1981,$0 ,Charles Jarrott,0,1.176,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Haunted Mansion,11/26/2003,"$105,775,678 ",Rob Minkoff,0,6.39,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Hitchhiker's Guide to the Galaxy,4/29/2005,"$67,096,891 ",Garth Jennings,0,7.925,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bedknobs and Broomsticks,10/7/2071,"$91,305,448 ",Robert Stevenson,4,6.191,1,3.301,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
